DOM,SQFT,BEDS,BATHS,AGE,zip_cluster
161,1404,2,3.5,33,2113.0
71,2075,2,2.5,2,1746.0
176,1726,2,2.5,32,2375.0
150,644,1,1.0,58,2766.0
70,943,2,1.0,123,1749.0
31,945,2,2.0,2,2148.0
75,652,1,1.0,46,2110.0
66,746,2,1.0,128,2116.0
98,1625,3,1.5,199,2038.0
99,770,1,1.0,2,1880.0
125,1428,2,1.5,188,2143.0
49,955,1,1.0,2,2191.0
84,1594,3,1.5,31,2116.0
127,650,1,1.0,259,1960.0
75,881,1,1.0,30,1905.0
112,1900,2,1.5,5,
63,1742,2,2.0,2,1886.0
61,1240,3,1.5,43,1845.0
137,1673,3,2.0,128,1970.0
103,1068,2,1.5,31,2571.0
131,760,2,1.5,47,1960.0
123,1040,2,1.5,32,1527.0
98,1058,2,2.0,38,2760.0
30,975,2,1.5,38,1749.0
65,1242,3,1.5,28,1821.0
128,2256,4,2.5,2,2129.0
128,1313,2,1.5,32,2338.0
140,1608,4,1.0,118,2130.0
620,550,1,1.0,53,1852.0
116,910,2,2.0,37,2127.0
63,667,1,1.0,56,2116.0
152,1195,1,2.0,16,2134.0
38,1320,3,2.5,2,2370.0
0,1121,2,2.0,2,1960.0
0,1326,2,2.0,2,2536.0
124,378,1,1.0,50,2472.0
130,910,3,1.0,118,2118.0
57,1138,2,1.5,33,2474.0
124,1785,3,2.5,20,2116.0
113,1357,2,1.0,108,2767.0
109,1740,2,2.5,34,2359.0
127,2327,2,2.5,7,2129.0
147,2979,3,2.5,21,1537.0
128,1712,3,3.0,35,1905.0
111,988,1,1.0,58,2139.0
111,1396,3,1.5,14,2445.0
43,2885,3,2.5,15,2131.0
80,1524,2,2.5,103,1453.0
67,1745,2,2.5,2,1748.0
54,929,2,1.0,30,2210.0
130,1110,2,2.0,14,2180.0
12,687,1,1.0,47,2467.0
50,1756,3,2.5,2,1915.0
84,1018,2,1.5,32,1420.0
120,1517,2,2.0,2,2118.0
114,1776,2,2.5,20,2445.0
98,1855,2,2.0,48,2446.0
83,2844,4,3.5,21,1450.0
98,941,2,1.5,118,1583.0
117,2060,4,2.5,108,1821.0
130,2200,4,3.0,2,1748.0
145,2040,2,1.5,30,1938.0
116,1227,2,1.5,32,1970.0
78,1515,3,2.0,29,2766.0
7,2586,2,2.5,2,1845.0
327,1049,2,1.5,30,2115.0
116,957,1,1.0,41,2465.0
108,918,1,1.0,78,2021.0
95,2317,2,3.0,98,2119.0
8,2150,2,2.5,2,2766.0
79,791,1,1.0,41,1880.0
82,2093,2,2.5,66,1826.0
55,1563,2,2.5,32,2135.0
85,1100,2,2.0,2,2467.0
131,2535,4,2.0,144,1420.0
112,2328,5,3.5,13,2301.0
34,1036,2,1.5,13,1453.0
75,1188,2,1.5,29,2111.0
40,1325,2,2.0,2,2129.0
0,1326,2,2.0,2,2375.0
84,1917,3,1.5,198,2021.0
84,1604,3,2.0,123,2114.0
71,3464,4,4.5,137,2139.0
826,1024,2,1.5,32,1844.0
25,1326,2,2.0,2,2169.0
179,2132,3,2.5,11,2118.0
78,2139,2,2.5,34,1760.0
104,1350,2,1.5,37,2351.0
53,1260,2,1.5,42,2649.0
89,1551,3,2.0,108,2127.0
32,861,2,1.0,30,1754.0
7,1470,2,2.0,2,2155.0
69,555,1,1.0,110,2138.0
64,890,2,1.0,37,2113.0
84,720,1,1.0,34,2116.0
88,787,1,1.0,53,2118.0
107,1428,2,2.5,12,1876.0
60,1748,2,3.5,118,2127.0
99,714,1,1.0,83,1752.0
112,1890,2,2.0,12,2115.0
70,1344,2,2.0,7,2189.0
27,1800,3,2.5,2,2155.0
96,2069,2,2.5,23,2169.0
104,1215,2,1.5,33,2453.0
104,1227,2,1.5,33,2122.0
62,1100,2,2.0,2,2190.0
69,4160,5,4.5,2,2127.0
74,1219,2,2.0,118,1420.0
72,1502,3,2.5,2,2571.0
81,1327,2,2.0,35,2720.0
77,1632,3,1.5,128,2356.0
106,2784,3,3.5,28,2472.0
99,1080,2,1.5,45,1757.0
87,1920,3,1.5,29,2452.0
0,2250,2,3.0,2,2155.0
23,1039,2,1.0,113,2129.0
91,1402,2,1.5,35,1938.0
62,920,2,1.0,30,2130.0
72,1845,2,2.0,10,2116.0
71,2164,4,3.5,108,2131.0
73,902,3,1.0,128,1757.0
11,1380,3,2.5,30,2116.0
95,912,2,1.5,46,2141.0
22,1606,2,1.5,31,2110.0
63,2155,2,3.5,25,1907.0
103,1440,2,1.5,32,1902.0
100,1027,2,2.0,11,1845.0
81,1440,2,1.0,118,1906.0
80,1800,3,2.5,2,2115.0
75,1631,3,1.5,229,2151.0
47,1263,2,1.5,128,2180.0
66,1495,2,2.0,55,2169.0
42,1266,2,2.0,20,1970.0
61,1159,2,2.0,32,2130.0
80,1725,2,2.5,20,2131.0
105,876,2,1.0,103,1950.0
95,980,2,1.0,54,2766.0
52,967,2,1.0,42,1569.0
22,2156,3,3.5,9,2116.0
82,1705,2,2.0,7,1844.0
99,986,2,1.5,33,1966.0
19,1500,3,1.5,34,2171.0
331,776,1,1.0,31,2129.0
165,2025,2,2.5,200,1867.0
58,1568,2,2.0,10,2143.0
130,619,1,1.0,118,1867.0
16,1325,2,2.0,2,2150.0
97,1098,3,1.0,145,2333.0
66,889,2,1.0,32,2135.0
100,2037,2,2.5,12,2169.0
27,1913,2,2.5,6,2420.0
35,2474,4,3.5,11,2149.0
32,572,1,1.0,118,1581.0
126,1120,2,1.5,17,2110.0
21,1667,2,2.0,2,1970.0
42,677,1,1.0,36,1420.0
50,786,1,1.0,128,1844.0
27,3002,3,2.5,31,2126.0
118,572,1,1.0,110,1721.0
26,1584,2,1.5,212,1803.0
56,1844,2,2.0,14,2760.0
72,2442,4,3.0,108,2072.0
51,1931,3,2.5,20,1826.0
63,909,2,1.0,33,2021.0
94,1500,2,2.0,13,2128.0
59,1820,3,2.5,318,2038.0
97,3462,3,3.5,4,1453.0
142,1134,2,2.0,7,1970.0
66,2753,2,2.5,17,2127.0
61,722,2,1.0,118,1420.0
62,720,2,1.0,58,2150.0
27,1850,3,2.5,2,2382.0
65,1103,2,1.5,32,2118.0
73,1188,2,1.5,35,1902.0
84,1610,2,2.0,36,1581.0
72,1730,3,2.0,98,2190.0
88,1833,2,2.5,17,1545.0
14,1588,3,2.5,2,1826.0
24,1205,2,2.0,32,2184.0
45,1176,2,1.0,92,2135.0
14,671,1,1.0,14,2151.0
33,1790,2,2.5,32,2780.0
83,1098,2,1.5,36,1890.0
170,1126,2,2.0,70,1863.0
69,740,1,1.5,168,2143.0
63,499,1,1.0,88,1588.0
68,1109,2,1.5,33,2129.0
70,825,2,1.0,138,1845.0
77,730,2,1.0,40,1581.0
38,2676,4,2.5,138,2062.0
22,2538,2,2.5,2,2143.0
89,1340,2,1.5,65,1742.0
88,2675,2,2.5,6,2129.0
50,765,1,1.0,13,1720.0
54,1500,2,2.5,2,2169.0
31,1500,2,2.5,2,2155.0
18,1023,3,1.0,30,2472.0
44,1838,3,2.5,19,2171.0
53,1360,2,2.0,110,2631.0
67,1916,2,2.5,32,2720.0
60,2507,2,3.5,13,2720.0
80,1057,2,2.0,31,2132.0
331,1570,3,3.0,108,1854.0
52,462,1,1.0,30,2072.0
106,1206,2,2.0,13,1923.0
21,2140,3,2.5,2,1721.0
44,1241,2,1.5,40,2125.0
85,2042,2,1.5,31,2155.0
39,825,2,1.0,118,2135.0
59,1884,3,2.5,88,2125.0
261,1040,2,1.5,16,1835.0
57,2330,2,2.0,23,2780.0
5,1848,2,2.5,29,1852.0
34,1643,2,2.5,30,1876.0
68,1428,2,1.5,31,1905.0
68,980,3,1.0,31,1879.0
46,2500,4,2.5,2,1876.0
69,1900,3,2.5,2,1864.0
78,1244,2,2.0,31,2116.0
67,1278,2,1.5,33,1940.0
0,1326,2,2.0,2,1606.0
6,1326,2,2.0,2,2762.0
244,1760,2,1.5,32,1432.0
74,1207,3,1.0,98,1960.0
72,2158,2,2.5,14,2460.0
4,1448,2,2.5,20,1432.0
8,955,1,1.0,2,1754.0
35,1476,2,2.0,50,1550.0
47,1676,2,2.0,37,2110.0
29,2571,3,3.0,6,2155.0
19,2500,2,3.0,21,2129.0
23,1500,2,2.5,2,2375.0
23,2289,2,2.5,11,2190.0
53,1250,3,1.0,118,1852.0
8,1588,3,2.5,3,2155.0
36,1024,2,1.5,45,2116.0
60,1928,3,2.0,118,2458.0
92,1746,2,2.5,168,2124.0
58,1068,1,1.0,119,2118.0
59,1110,1,1.0,118,1752.0
35,1272,2,2.0,38,2124.0
9,1167,2,2.0,33,1852.0
66,1491,3,2.0,44,1545.0
59,633,1,1.0,44,2021.0
72,2438,3,2.5,5,2131.0
44,2025,2,2.5,24,1915.0
58,1628,2,2.5,10,2452.0
84,957,2,1.5,27,2045.0
74,1105,2,2.0,2,2720.0
48,1292,2,1.5,32,2139.0
31,1691,3,1.5,36,2122.0
30,1317,2,1.5,31,1835.0
14,1100,2,2.0,2,2536.0
56,1532,2,3.0,13,2128.0
11,667,2,1.0,47,2151.0
68,1260,2,1.5,44,2140.0
42,1790,3,1.5,88,1721.0
82,1456,2,2.0,34,1880.0
18,2108,2,3.5,33,1545.0
17,1329,2,2.0,14,1754.0
50,1043,2,2.0,31,2360.0
25,455,0,1.0,49,1952.0
52,1064,2,2.0,64,2139.0
28,3100,5,3.5,20,2453.0
58,650,2,1.0,53,2703.0
92,2525,5,3.5,88,1720.0
64,1100,3,2.0,118,2114.0
63,1062,3,1.0,44,2601.0
35,1470,2,2.0,2,1824.0
76,1194,2,2.0,36,2476.0
62,895,2,1.0,49,1821.0
65,1179,3,1.5,33,1835.0
68,1061,1,1.5,14,1701.0
22,2272,3,3.0,30,2136.0
64,951,2,1.0,12,1752.0
26,2369,2,2.5,15,1887.0
6,1108,2,1.5,33,2144.0
45,1139,2,2.0,15,2140.0
69,1600,2,1.5,12,2116.0
60,710,1,1.0,48,1835.0
0,1300,2,2.5,2,2130.0
19,1400,2,1.5,34,1945.0
27,1033,2,1.0,138,2021.0
57,3100,2,3.0,10,2124.0
20,1390,2,2.5,118,2169.0
44,2300,4,2.5,2,2130.0
359,2285,4,3.0,118,1581.0
56,2739,2,2.5,11,2130.0
62,1807,2,2.5,20,1519.0
26,803,2,1.0,54,2135.0
68,1586,2,2.0,6,1721.0
15,968,2,2.0,55,2767.0
29,1190,3,1.5,48,2150.0
91,1342,2,3.0,21,2171.0
22,1400,3,1.0,118,2062.0
34,1080,2,1.5,30,2472.0
69,573,1,1.0,145,2129.0
160,972,2,1.0,88,2038.0
29,1723,2,2.0,98,1970.0
42,2041,2,2.5,22,2453.0
52,1188,2,1.5,34,2459.0
32,1500,2,1.5,12,1420.0
116,918,1,1.5,118,1970.0
83,1068,2,1.5,13,2135.0
30,1618,2,1.5,32,2118.0
50,1084,2,1.5,118,1851.0
44,2096,2,2.0,32,1746.0
45,1183,2,1.5,30,2127.0
133,802,3,2.0,15,2176.0
15,922,2,1.5,48,2127.0
39,710,2,1.0,48,1826.0
55,1392,2,2.5,13,1604.0
72,1320,2,2.0,145,1862.0
24,1533,2,1.5,31,1701.0
78,2850,3,2.5,34,1863.0
49,853,2,1.5,37,1754.0
38,1500,3,2.0,12,2780.0
19,1381,2,1.5,6,1886.0
21,1710,2,1.5,22,2155.0
38,1401,2,2.5,16,2072.0
21,1000,2,2.0,32,2176.0
186,1641,3,2.5,21,2360.0
40,2925,4,4.0,2,2038.0
55,1246,2,1.5,13,2062.0
56,820,1,1.0,16,2140.0
57,2846,2,3.5,17,2474.0
48,915,2,1.0,49,1902.0
48,1280,3,1.5,12,1970.0
25,1152,3,1.5,58,2150.0
58,1020,2,1.5,40,1810.0
35,898,2,2.0,31,2140.0
51,1162,2,1.5,33,2131.0
69,1469,3,1.5,28,2109.0
7,1320,2,1.5,16,2459.0
41,1012,2,2.0,98,2151.0
19,915,2,1.0,48,2176.0
39,2650,4,3.5,2,1604.0
42,1404,2,1.5,34,1824.0
14,1440,3,2.0,7,2118.0
57,1097,2,2.0,4,1832.0
46,2860,4,3.5,2,1966.0
13,1328,2,1.0,40,1749.0
33,1451,3,2.0,38,2045.0
60,2050,2,2.5,23,2139.0
36,1900,3,1.5,104,2370.0
20,1421,2,2.5,29,2138.0
9,1030,1,1.0,2,1801.0
20,1030,1,1.0,2,2148.0
38,1675,3,1.5,30,2127.0
19,590,1,1.0,78,2649.0
21,1762,2,2.5,29,2451.0
38,1550,2,1.0,34,2673.0
18,980,2,2.0,2,2145.0
17,1717,2,2.5,14,2128.0
23,946,2,2.0,30,2171.0
48,1340,2,1.5,32,2150.0
67,1809,3,2.5,10,2129.0
68,980,2,2.0,134,2171.0
37,2080,2,2.0,23,2130.0
17,1671,3,4.0,12,2115.0
7,1393,2,2.0,31,1749.0
27,1316,2,1.5,30,1568.0
14,3220,4,3.5,14,2130.0
51,990,2,1.5,46,2184.0
85,1026,2,1.5,8,1867.0
30,951,2,1.0,48,1970.0
6,1378,3,2.0,118,2184.0
13,2200,3,2.5,10,1760.0
17,1125,2,2.0,33,2532.0
29,719,1,1.0,49,2021.0
71,990,1,1.0,41,2136.0
68,685,2,1.0,55,1824.0
36,758,2,1.0,103,2191.0
21,742,2,1.0,39,2131.0
21,1841,2,2.5,33,1867.0
24,1838,3,2.0,13,2186.0
47,1370,2,2.5,30,2703.0
27,999,2,2.0,118,2130.0
19,908,2,2.0,30,2762.0
41,996,2,1.0,98,2113.0
40,661,2,1.0,54,2720.0
25,1059,2,1.5,32,2191.0
39,2131,2,2.0,18,2703.0
41,1967,3,1.5,30,2474.0
26,900,2,1.0,10,2171.0
32,1526,3,2.0,218,1902.0
36,1650,3,1.5,15,1721.0
112,2150,2,2.0,32,2540.0
412,2949,3,2.5,10,2649.0
34,1139,2,1.5,33,2127.0
307,2157,3,2.5,2,1952.0
37,579,1,1.0,31,2446.0
8,1737,3,1.5,51,2639.0
8,1272,2,1.0,128,2130.0
25,1220,3,1.5,34,2760.0
27,1500,3,1.5,33,2476.0
5,2050,2,2.5,13,1527.0
21,1366,2,1.5,34,1760.0
16,1210,2,1.5,2,2138.0
49,2200,3,3.0,2,2333.0
53,976,2,1.5,118,2451.0
62,1354,2,2.5,11,1887.0
21,3635,3,2.5,18,2453.0
30,824,2,1.0,36,2169.0
18,1742,2,2.5,15,1420.0
37,1219,2,2.0,31,1532.0
90,1352,4,2.0,138,2141.0
14,1320,2,1.5,30,2130.0
34,1785,2,1.5,10,1876.0
21,835,3,2.0,118,1970.0
36,1226,2,2.5,12,1721.0
4,925,2,1.0,113,1915.0
31,977,2,1.5,31,1801.0
18,1533,2,2.0,14,2540.0
23,1918,2,2.5,4,1940.0
17,674,2,1.0,32,2054.0
47,1059,2,2.0,2,2116.0
21,1288,2,1.5,32,1432.0
17,966,2,1.0,83,2472.0
16,1350,3,2.0,133,2127.0
50,1426,2,2.0,21,1604.0
37,1238,2,2.5,14,1604.0
35,1267,2,2.0,12,2571.0
4,1524,3,2.0,118,2720.0
20,1099,2,1.5,16,2115.0
35,2016,3,2.5,13,2171.0
19,3316,5,3.5,98,1901.0
63,2158,5,2.0,93,2460.0
38,2936,3,3.5,2,2673.0
23,2273,2,2.5,12,2131.0
19,1338,2,2.5,17,2115.0
13,1655,3,2.5,7,2446.0
32,1907,3,2.5,128,1450.0
13,968,2,1.0,100,1876.0
32,1088,2,2.0,41,1902.0
26,985,2,1.0,118,2127.0
26,922,2,1.0,113,2190.0
22,1240,2,1.5,32,1915.0
20,1106,2,2.0,58,2130.0
40,688,2,1.0,50,2180.0
22,850,2,2.0,29,2131.0
31,1264,3,1.5,44,2460.0
20,596,1,1.0,10,2118.0
21,895,2,1.0,92,2129.0
26,674,1,1.0,14,2131.0
312,790,2,1.0,128,2118.0
20,768,1,1.0,29,1824.0
35,1688,3,2.5,78,1720.0
20,1021,2,1.0,113,2131.0
31,1430,2,2.5,23,1545.0
40,3052,4,4.5,154,1880.0
8,552,0,1.0,108,2072.0
3,948,2,2.0,33,1887.0
34,965,2,2.0,29,2720.0
9,1770,2,2.5,10,2210.0
31,810,2,1.0,31,2493.0
39,1357,2,2.0,25,2446.0
24,1002,2,1.5,118,2453.0
13,1279,2,2.0,118,2134.0
6,605,1,1.0,128,1970.0
62,1250,2,2.0,3,1757.0
23,1441,2,1.5,20,2639.0
7,2166,2,2.5,20,2210.0
19,1150,2,1.5,100,2720.0
27,914,2,1.0,118,2129.0
27,758,2,1.0,49,2150.0
35,1120,2,1.0,78,2116.0
22,965,2,1.0,88,1826.0
6,2400,4,3.5,2,2127.0
22,1176,3,1.0,93,2119.0
25,1080,3,1.0,118,1852.0
18,1308,2,2.0,2,1760.0
36,1160,2,2.0,14,2130.0
19,1660,2,2.5,35,2451.0
6,1606,2,2.0,98,2045.0
25,914,1,1.5,31,1952.0
35,873,2,2.0,118,1867.0
15,756,1,1.0,36,2136.0
18,840,1,1.0,48,2184.0
15,677,2,1.0,34,2720.0
32,1444,2,1.5,46,2110.0
1,1078,2,1.0,32,1832.0
40,2300,2,3.0,29,2472.0
8,1606,3,2.0,98,2151.0
7,1694,4,3.0,148,2109.0
6,780,2,1.0,39,2446.0
26,1659,3,2.0,30,1749.0
47,1409,2,2.0,104,1721.0
48,586,1,1.0,128,2129.0
5,939,2,1.0,29,1867.0
21,1096,2,2.0,14,2301.0
7,2039,3,2.5,13,2116.0
46,1198,2,2.0,13,2129.0
41,442,0,1.0,108,1826.0
20,1346,2,1.5,32,2130.0
42,1040,2,1.5,26,2171.0
23,1257,3,1.0,108,2720.0
25,2592,2,2.5,16,2446.0
7,1777,2,1.5,9,2110.0
15,1921,3,3.0,42,2072.0
21,970,1,1.0,168,2150.0
21,699,1,1.0,108,2109.0
24,817,2,1.0,55,2780.0
19,1455,2,1.0,168,2124.0
61,480,2,1.0,48,2115.0
19,611,1,1.0,120,2116.0
18,791,1,1.0,44,1701.0
19,1198,2,2.0,23,2144.0
36,776,2,1.0,53,1748.0
15,2317,2,3.0,98,2128.0
17,2100,2,3.5,2,2141.0
17,1387,2,1.5,28,2119.0
20,750,2,1.0,37,1970.0
20,1570,2,2.5,6,1970.0
44,1915,3,2.5,37,2474.0
10,1676,2,2.5,19,2215.0
48,1492,2,1.5,45,2170.0
27,1092,2,1.5,10,2145.0
18,1206,2,2.0,30,1801.0
35,1094,3,2.0,118,1966.0
4,1348,3,2.0,2,2368.0
30,1087,3,2.0,118,2048.0
3,950,2,1.0,45,1752.0
24,944,2,1.0,33,1510.0
147,1507,2,2.0,128,1752.0
19,892,2,1.0,52,2368.0
26,975,2,1.5,37,2134.0
26,1750,2,2.0,14,2138.0
22,1466,3,2.5,-7981,2149.0
10,1326,3,1.0,106,2152.0
8,1343,2,2.5,153,1863.0
48,874,1,1.0,3,2151.0
29,2721,2,3.0,29,2639.0
44,1750,3,1.5,6,2155.0
22,912,2,2.0,113,2062.0
37,1656,3,2.5,44,1915.0
0,1470,2,2.0,2,2766.0
7,1100,2,2.0,2,1803.0
33,1737,3,2.0,143,1960.0
42,810,2,2.0,119,2132.0
22,735,1,1.0,46,2446.0
29,1327,2,2.0,38,2129.0
43,670,1,1.0,53,2141.0
42,670,1,1.0,53,2130.0
50,900,1,1.0,14,1852.0
18,1054,2,1.0,31,2130.0
60,817,2,1.0,128,2601.0
129,1792,2,2.5,15,2043.0
44,772,1,1.0,33,2131.0
21,1250,1,2.0,118,2171.0
28,2400,3,2.5,34,2026.0
51,1064,2,2.0,55,2127.0
25,1300,2,2.0,138,2130.0
22,720,1,1.0,53,2143.0
18,680,3,1.0,118,1867.0
8,1052,2,1.5,42,1604.0
6,1609,2,2.5,168,2446.0
23,2007,2,2.5,25,2478.0
52,1115,2,2.0,22,2135.0
59,1384,2,1.5,32,1970.0
7,760,2,1.0,55,2453.0
7,814,2,1.0,57,2111.0
26,1212,2,1.5,34,2151.0
19,947,1,1.0,34,2143.0
27,716,1,1.0,108,2125.0
37,542,1,1.0,37,2062.0
23,804,2,1.0,150,1453.0
54,743,1,1.0,118,2072.0
7,707,1,1.0,63,2116.0
13,1000,1,1.0,11,1550.0
23,954,2,1.0,36,1719.0
19,802,1,1.0,118,2043.0
14,507,1,1.0,98,2476.0
37,2046,2,2.5,19,2210.0
6,1097,3,2.0,107,1860.0
19,1932,3,2.5,158,1545.0
31,530,1,1.0,119,2127.0
33,1224,2,1.5,32,1970.0
34,429,1,1.0,116,1747.0
20,2300,2,1.5,30,1570.0
58,1325,2,2.0,5,2476.0
27,408,1,1.0,168,1902.0
28,563,2,1.0,43,2180.0
22,1649,3,2.5,5,2141.0
44,1264,2,2.0,33,2169.0
27,2202,3,2.5,14,1606.0
15,970,2,1.0,118,2148.0
42,780,1,1.0,119,2453.0
31,2052,4,2.0,98,1810.0
38,1193,3,2.0,138,1970.0
8,1879,3,2.0,138,2118.0
21,913,2,1.5,34,2129.0
6,2395,3,2.0,118,2038.0
7,1201,3,2.0,2,2476.0
7,752,1,1.0,50,1524.0
21,607,1,1.0,138,2169.0
33,2050,3,3.0,6,1824.0
5,2150,3,2.5,128,1890.0
40,1274,2,1.5,33,2119.0
26,790,2,2.0,118,2116.0
16,951,2,1.0,12,2169.0
12,1969,4,2.5,104,2215.0
14,915,1,1.0,52,1742.0
23,750,1,1.0,110,2127.0
19,406,1,1.0,181,1537.0
39,1087,2,1.5,29,2130.0
27,1000,1,1.5,152,2135.0
9,1062,3,1.0,98,1757.0
29,1248,2,1.5,32,1760.0
14,1008,2,1.0,113,1902.0
19,1137,2,1.0,42,2720.0
14,1076,2,1.0,138,1824.0
22,1700,3,2.5,2,2109.0
48,1162,2,2.0,18,2301.0
6,1750,3,2.5,103,2461.0
117,755,2,1.0,45,2446.0
20,858,1,1.0,13,2169.0
18,1198,2,2.0,44,2140.0
16,1633,4,2.5,35,2215.0
38,1068,2,1.0,143,1604.0
49,1198,2,2.0,44,2129.0
6,958,2,2.0,30,2446.0
14,1700,2,2.0,14,2130.0
19,1350,3,2.0,112,1867.0
37,1643,4,1.5,138,1969.0
39,464,1,1.0,42,2458.0
20,1346,2,2.5,14,2370.0
26,1160,2,1.0,88,1602.0
19,877,2,1.0,78,2532.0
20,1705,3,2.5,11,2453.0
5,1026,2,1.0,131,2180.0
469,2250,2,2.5,3,1701.0
4,992,2,2.0,32,2130.0
29,1080,2,2.0,31,1752.0
27,760,1,1.0,98,1841.0
32,2420,4,2.5,98,1940.0
4,1550,3,2.0,103,1560.0
40,1514,2,2.5,42,2155.0
13,1164,2,2.0,44,1867.0
33,846,2,1.0,47,1902.0
18,822,2,1.0,169,2130.0
18,2109,2,1.5,217,2169.0
17,1542,2,1.0,33,1702.0
11,1202,2,1.5,32,1453.0
5,1069,2,1.5,15,1742.0
28,1043,3,1.0,118,2445.0
30,1228,2,2.0,32,2474.0
48,1200,2,2.0,15,2132.0
20,782,2,1.0,110,1757.0
22,1206,2,2.0,30,2673.0
33,1676,2,2.0,12,2169.0
65,1762,2,2.5,2,1583.0
21,1206,2,1.5,36,2127.0
3,700,1,1.0,9,2141.0
38,1197,2,2.0,31,2148.0
6,1282,3,3.0,38,1835.0
17,1988,2,2.5,7,1420.0
23,2236,2,2.5,16,1970.0
25,1545,2,2.5,13,2532.0
18,2050,3,2.5,2,2346.0
2,2050,3,2.5,2,1451.0
44,1046,1,1.0,118,2130.0
23,560,1,1.0,118,1754.0
15,1105,2,2.0,148,2118.0
15,1362,2,1.5,31,2127.0
162,944,2,2.0,168,1860.0
9,671,1,1.0,90,1966.0
23,1050,3,1.5,30,2346.0
13,1195,2,2.0,2,2780.0
45,1039,2,1.5,118,2124.0
6,1335,3,1.0,98,2467.0
28,1005,1,1.0,35,1824.0
22,1548,3,2.0,32,2062.0
4,2020,3,2.0,18,2332.0
48,717,1,1.0,45,1826.0
13,974,3,1.5,48,1453.0
3,804,1,1.0,46,1970.0
30,1440,2,1.5,31,2151.0
14,590,1,1.0,118,1453.0
15,675,1,1.0,44,2140.0
27,2006,4,2.0,145,1604.0
18,1410,2,2.0,129,2649.0
34,1500,2,2.0,34,1832.0
6,535,2,1.0,113,2148.0
27,1100,1,1.0,15,2093.0
32,752,1,1.0,48,1821.0
37,1295,2,2.0,42,2116.0
45,1245,2,2.0,118,2649.0
19,1296,2,1.5,13,2459.0
22,939,2,1.0,29,1945.0
35,2571,2,2.5,30,1867.0
13,1488,2,1.5,20,2135.0
12,805,2,1.0,138,2720.0
40,2995,3,3.5,10,2171.0
17,1665,2,2.0,37,2127.0
21,1026,2,2.0,113,2127.0
57,1190,2,2.0,20,1748.0
8,1445,2,1.0,124,2138.0
16,1398,3,1.5,13,1906.0
38,444,0,1.0,147,2144.0
28,701,1,1.0,98,2135.0
21,1295,3,1.5,65,1945.0
24,1060,2,1.0,110,2169.0
20,1690,3,1.5,33,2129.0
21,1704,3,2.5,10,2062.0
49,955,1,1.0,50,1960.0
7,900,2,1.0,118,1904.0
17,1200,2,1.5,11,2119.0
20,1077,2,1.0,113,1970.0
22,1057,2,2.0,31,2718.0
13,1008,2,1.0,105,2139.0
26,1852,3,2.0,108,2368.0
26,2435,3,3.0,23,2116.0
8,1344,2,1.5,29,1867.0
21,1543,3,2.5,13,2140.0
15,586,1,1.0,158,2151.0
21,751,2,1.0,45,2145.0
5,1149,2,2.0,13,1719.0
15,1210,2,1.5,29,1887.0
21,1340,1,1.5,37,2673.0
20,863,1,1.0,29,2464.0
29,823,1,1.0,118,2127.0
24,1328,2,1.5,119,1950.0
16,936,2,1.0,31,1826.0
17,2110,2,2.5,17,1602.0
6,754,2,1.0,46,2109.0
23,1197,2,2.0,108,2121.0
19,2367,3,2.5,43,2135.0
6,383,0,1.0,118,1746.0
29,1080,2,2.0,158,1604.0
9,1836,3,1.5,33,2446.0
16,1050,2,2.0,20,2150.0
22,1253,3,1.0,118,2127.0
12,1293,2,2.0,5,2109.0
9,750,1,1.0,168,2333.0
33,1175,1,1.0,143,2043.0
20,1469,3,2.5,31,2061.0
15,1050,1,1.0,48,2121.0
6,1520,2,1.0,95,1949.0
5,1470,2,2.0,127,2458.0
17,694,1,1.0,119,2467.0
6,2394,4,2.0,89,1902.0
36,952,2,1.0,66,2118.0
38,1225,3,2.0,88,1841.0
6,640,2,1.0,147,1970.0
21,1003,2,2.0,98,2129.0
19,761,2,1.0,36,2360.0
21,1198,2,2.0,23,1902.0
23,1641,3,2.5,113,1902.0
23,1349,3,3.5,133,2210.0
7,1165,3,2.0,125,2118.0
34,835,2,2.0,98,1844.0
18,572,1,1.0,88,1867.0
20,561,2,1.0,128,2571.0
27,1770,2,2.0,13,1721.0
22,2127,3,2.5,19,1832.0
21,1265,2,2.0,128,2169.0
7,1520,2,1.5,13,1545.0
30,900,2,1.0,118,1536.0
26,973,2,1.0,118,1852.0
22,1215,2,2.0,15,1550.0
25,1400,2,1.5,32,2368.0
22,830,2,1.0,86,2453.0
14,884,2,1.0,-7981,2021.0
4,1618,3,3.0,118,1752.0
20,1091,2,1.5,15,2144.0
34,1982,3,2.5,15,2142.0
40,687,1,1.0,68,1938.0
21,1050,2,2.0,52,2122.0
4,2200,2,2.5,18,1886.0
46,1040,2,1.5,12,2118.0
36,1008,2,1.5,29,1880.0
4,1041,2,1.0,103,2116.0
23,898,2,1.5,32,2142.0
6,2485,4,2.0,118,2467.0
23,1128,2,1.5,38,2019.0
26,1140,2,2.0,119,2150.0
7,2638,3,2.5,5,2458.0
18,1450,3,2.0,104,1826.0
30,1931,2,2.5,8,2111.0
6,1656,3,2.0,98,2127.0
14,693,1,1.0,46,2324.0
4,910,2,1.5,48,1949.0
27,902,2,1.5,29,2351.0
32,601,1,1.0,30,2333.0
8,1448,2,2.5,31,2150.0
15,1409,3,1.5,118,1749.0
22,1010,3,1.0,98,2127.0
